"Influences","Influenced"
"Émile Durkheim","Henri Bergson "
"Immanuel Kant","Henri Bergson "
"Plotinus","Henri Bergson "
"Thomas Mann","Hermann Hesse "
"Johann Wolfgang von Goethe","Hermann Hesse "
"Arthur Schopenhauer","Hermann Hesse "
"Knut Hamsun","Hermann Hesse "
"Søren Kierkegaard","Hermann Hesse "
"Novalis","Hermann Hesse "
"Jens Peter Jacobsen","Hermann Hesse "
"Luís de Camões","Herman Melville "
"Owen Chase","Herman Melville "
"Epicurus","Hadrian "
"Georg Wilhelm Friedrich Hegel","Hans-Georg Gadamer "
"Plato","Hans-Georg Gadamer "
"Søren Kierkegaard","Hans-Georg Gadamer "
"Karl Jaspers","Hans-Georg Gadamer "
"Wilhelm Dilthey","Hans-Georg Gadamer "
"William Ross Ashby","Herbert Simon "
"Ernest Rutherford","Henry Moseley "
"H. G. Wells","Isaac Asimov "
"Jack Williamson","Isaac Asimov "
"Stanley G. Weinbaum","Isaac Asimov "
"Karlheinz Steinmüller","Isaac Asimov "
"Christiaan Huygens","Isaac Newton "
"Robert Boyle","Isaac Newton "
"Maimonides","Isaac Newton "
"George Berkeley","Immanuel Kant "
"Edmund Burke","Immanuel Kant "
"Jean-Jacques Rousseau","Immanuel Kant "
"Hugo Grotius","Immanuel Kant "
"Nicholas of Cusa","Immanuel Kant "
"Alexander Gottlieb Baumgarten","Immanuel Kant "
"David Hume","Immanuel Kant "
"John Locke","Immanuel Kant "
"René Descartes","Immanuel Kant "
"Christian Wolff (philosopher)","Immanuel Kant "
"Johannes Nikolaus Tetens","Immanuel Kant "
"Baruch Spinoza","Immanuel Kant "
"Epicurus","Immanuel Kant "
"Gottfried Leibniz","Immanuel Kant "
"Pierre Louis Maupertuis","Immanuel Kant "
"Emanuel Swedenborg","Immanuel Kant "
"William Montgomery McGovern","Indiana Jones "
"Franz Kafka","Isaac Bashevis Singer "
"Knut Hamsun","Isaac Bashevis Singer "
"Bartholomeus van der Helst","Joshua Reynolds "
"William S. Burroughs","J. G. Ballard "
"Joseph Heller","J. G. Ballard "
"Tasneem M. Shah","John von Neumann "
"John Wycliffe","Jan Hus "
"T. H. White","J. K. Rowling "
"Lloyd Alexander","J. K. Rowling "
"G. K. Chesterton","J. K. Rowling "
"Thomas Mann","Joseph Campbell "
"Adolf Bastian","Joseph Campbell "
"Arthur Schopenhauer","Joseph Campbell "
"Charles Scott Sherrington","John Eccles (neurophysiologist) "
"Don Rickles","Jay Leno "
"Bob Newhart","Jay Leno "
"Robert Klein","Jay Leno "
"Johnny Carson","Jay Leno "
"Rodney Dangerfield","Jay Leno "
"Mort Sahl","Jay Leno "
"George Carlin","Jay Leno "
"Karl Marx","Josip Broz Tito "
"Edmund Husserl","Kurt Gödel "
"Gottfried Leibniz","Kurt Gödel "
"Johann Dieter Wassmann","Kurt Schwitters "
"Pierre Louis Maupertuis","Leonhard Euler "
"August Strindberg","Lars von Trier "
"François Rabelais","Laurence Sterne "
"Lucian","Laurence Sterne "
"Ernie Kovacs","Monty Python "
"Spike Milligan","Monty Python "
"Ernie Kovacs","Martin Scorsese "
"Giambattista Vico","Marshall McLuhan "
"G. K. Chesterton","Marshall McLuhan "
"Richard McKeon","Marshall McLuhan "
"Michael Oakeshott","Margaret Thatcher "
"Alexander Pushkin","Marina Tsvetaeva "
"Maximilian Voloshin","Marina Tsvetaeva "
"Plato","Niccolò Machiavelli "
"Ovid","Petrarch "
"Thomas Aquinas","Pope Pius XII "
"Aristotle","Ptolemy "
"Alfred Jarry","Pablo Picasso "
"Paul Gauguin","Pablo Picasso "
"Stanley William Hayter","Pablo Picasso "
"Paul Cézanne","Pablo Picasso "
"Plato","Plutarch "
"Posidonius","Plutarch "
"Iamblichus","Proclus "
"Plotinus","Proclus "
"H. G. Wells","Robert A. Heinlein "
"Edgar Rice Burroughs","Robert A. Heinlein "
"Stanley G. Weinbaum","Robert A. Heinlein "
"Rudyard Kipling","Robert A. Heinlein "
"William F. Buckley, Jr.","Ronald Reagan "
"Jack Boynton","René Magritte "
"Johann Wolfgang von Goethe","Rudolf Steiner "
"Johann Gottlieb Fichte","Rudolf Steiner "
"Franz Brentano","Rudolf Steiner "
"Peter Deunov","Rudolf Steiner "
"Karl Robert Eduard von Hartmann","Rudolf Steiner "
"Max Stirner","Rudolf Steiner "
"Wilhelm Dilthey","Rudolf Steiner "
"Plato","Ruhollah Khomeini "
"John Stuart Mill","Robert Nozick "
"Murray Rothbard","Robert Nozick "
"Carl Gustav Hempel","Robert Nozick "
"Immanuel Kant","Robert Nozick "
"Robert Louis Stevenson","Rudyard Kipling "
"Joel Chandler Harris","Rudyard Kipling "
"H. Rider Haggard","Rudyard Kipling "
"Frank Herbert","Robert Jordan "
"Friedrich Nietzsche","Sigmund Freud "
"Johann Wolfgang von Goethe","Sigmund Freud "
"Franz Brentano","Sigmund Freud "
"Josef Breuer","Sigmund Freud "
"Ernst Wilhelm von Brücke","Sigmund Freud "
"Arthur Schopenhauer","Sigmund Freud "
"Sándor Ferenczi","Sigmund Freud "
"Karl Robert Eduard von Hartmann","Sigmund Freud "
"Baruch Spinoza","Sigmund Freud "
"Jens Peter Jacobsen","Sigmund Freud "
"William Hazlitt","Stendhal "
"Jorge Luis Borges","Stanisław Lem "
"Karlheinz Steinmüller","Stanisław Lem "
"Olaf Stapledon","Stanisław Lem "
"Bruno Schulz","Stanisław Lem "
"Charles Grafton Page","Samuel Morse "
"Dante Alighieri","Samuel Beckett "
"George Berkeley","Samuel Beckett "
"Henry Fielding","Samuel Beckett "
"Franz Kafka","Samuel Beckett "
"Marcel Proust","Samuel Beckett "
"Maurice Blanchot","Samuel Beckett "
"Marquis de Sade","Samuel Beckett "
"Arthur Schopenhauer","Samuel Beckett "
"Oscar Wilde","Samuel Beckett "
"Tristan Tzara","Samuel Beckett "
"John Millington Synge","Samuel Beckett "
"Jocelyn Herbert","Samuel Beckett "
"Carl Friedrich Gauss","Sophie Germain "
"Jean Piaget","Seymour Papert "
"Stevie Smith","Sylvia Plath "
"Emily Brontë","Sylvia Plath "
"Ted Hughes","Sylvia Plath "
"Pier Paolo Pasolini","Sylvia Plath "
"Robert Lowell","Sylvia Plath "
"Friedrich Wilhelm Joseph Schelling","Samuel Taylor Coleridge "
"Robert Burns","Samuel Taylor Coleridge "
"Giambattista Vico","Samuel Taylor Coleridge "
"Baruch Spinoza","Samuel Taylor Coleridge "
"Thomas Paine","Thomas Edison "
"Plato","Thomas Hobbes "
"Hugo Grotius","Thomas Hobbes "
"John Selden","Thomas Hobbes "
"René Descartes","Thomas Hobbes "
"Epicurus","Thomas Hobbes "
"Niccolò Machiavelli","Thomas Hobbes "
"Epicurus","Thomas Jefferson "
"Thomas Paine","Thomas Jefferson "
"Philip K. Dick","Terry Gilliam "
"Jean-Jacques Rousseau","Thomas Paine "
"John Locke","Thomas Paine "
"Montesquieu","Thomas Paine "
"Giordano Bruno","Umberto Eco "
"Italo Calvino","Umberto Eco "
"Jorge Luis Borges","Umberto Eco "
"Antonio Gramsci","Umberto Eco "
"Luigi Malerba","Umberto Eco "
"Jean Piaget","Umberto Eco "
"Saul Bellow","Umberto Eco "
"Philip K. Dick","Ursula K. Le Guin "
"Karlheinz Steinmüller","Ursula K. Le Guin "
"Jack Vance","Ursula K. Le Guin "
"Lucian","Voltaire "
"Christopher Marlowe","William Shakespeare "
"Ovid","William Shakespeare "
"Edmund Spenser","William Shakespeare "
"Virgil","William Shakespeare "
"Michel de Montaigne","William Shakespeare "
"Lucian","William Shakespeare "
"John Pory","William Shakespeare "
"Guy de Maupassant","W. Somerset Maugham "
"Henri Victor Regnault","William Thomson, 1st Baron Kelvin "
"Humphry Davy","William Thomson, 1st Baron Kelvin "
"George Green","William Thomson, 1st Baron Kelvin "
"Duns Scotus","William of Ockham "
"Peter Abelard","William of Ockham "
"David Hume","Willard Van Orman Quine "
"Alfred North Whitehead","Willard Van Orman Quine "
"William of Ockham","Willard Van Orman Quine "
"Rudolf Carnap","Willard Van Orman Quine "
"Alfred Tarski","Willard Van Orman Quine "
"Clarence Irving Lewis","Willard Van Orman Quine "
"Nelson Goodman","Willard Van Orman Quine "
"Georg Wilhelm Friedrich Hegel","Walt Whitman "
"Ross Macdonald","William Goldman "
"Edmund Spenser","William Wordsworth "
"Robert Burns","William Wordsworth "
"David Hartley (philosopher)","William Wordsworth "
"Henry Vaughan","William Wordsworth "
"Edmund Burke","William Ewart Gladstone "
"William F. Buckley, Jr.","P. J. O'Rourke "
"Hunter S. Thompson","P. J. O'Rourke "
"Alexandru Macedonski","Tristan Tzara "
"Ion Minulescu","Tristan Tzara "
"Karl Marx","Tristan Tzara "
"Walter Heitler","Linus Pauling "
"Irwin Stone","Linus Pauling "
"Desiderius Erasmus","William Tyndale "
"Malcolm Hardee","Harry Enfield "
"M. P. Shiel","Arthur Machen "
"Plotinus","Hypatia "
"W. H. R. Rivers","Robert Graves "
"Siegfried Sassoon","Robert Graves "
"J. C. Leyendecker","Norman Rockwell "
"David Hume","Alexander Hamilton "
"Emerich de Vattel","Alexander Hamilton "
"Guy de Maupassant","O. Henry "
"Joel Chandler Harris","Ralph Ellison "
"Richard Wright (author)","Ralph Ellison "
"Frederic Manning","T. E. Lawrence "
"Edmund Husserl","Edith Stein "
"Raymond Carver","Robert Altman "
"Melozzo da Forlì","Raphael "
"Arthur Schopenhauer","Thomas Hardy "
"Emily Brontë","Thomas Hardy "
"Charlotte Brontë","Thomas Hardy "
"R. D. Blackmore","Thomas Hardy "
"Friedrich Heinrich Jacobi","Moses Mendelssohn "
"Robert E. Howard","L. Sprague de Camp "
"Lucian","Giacomo Leopardi "
"Max Horkheimer","Erich Fromm "
"Baruch Spinoza","Erich Fromm "
"David Hume","Jeremy Bentham "
"Protagoras","Jeremy Bentham "
"Epicurus","Jeremy Bentham "
"Francis Hutcheson (philosopher)","Jeremy Bentham "
"Joseph Butler    1","Jeremy Bentham "
"Siegfried Sassoon","Wilfred Owen "
"Georg Wilhelm Friedrich Hegel","Friedrich Engels "
"Jean-Jacques Rousseau","Friedrich Engels "
"Max Stirner","Friedrich Engels "
"Ludwig Feuerbach","Friedrich Engels "
"Aristotle","Averroes "
"Alhazen","Averroes "
"Simone de Beauvoir","Adrienne Rich "
"William Wollaston","Samuel Johnson "
"Lazarus Fuchs","Henri Poincaré "
"Cicero","Pliny the Younger "
"H. C. Westermann","Bruce Nauman "
"Samuel Beckett","Bruce Nauman "
"Pauline Marcelle","Bruce Nauman "
"Oakley Hall","Amy Tan "
"Leconte de Lisle","Sully Prudhomme "
"Gustav Klimt","Egon Schiele "
"Edward Plunkett, 18th Baron of Dunsany","David Eddings "
"Jean Bodin","Montesquieu "
"Richard Pryor","Whoopi Goldberg "
"Moms Mabley","Whoopi Goldberg "
"Adam Mickiewicz","Théophile Gautier "
"Søren Kierkegaard","Walker Percy "
"F. Van Wyck Mason","Ian Fleming "
"Gottlob Frege","Rudolf Carnap "
"Edmund Husserl","Rudolf Carnap "
"Ernst Mach","Rudolf Carnap "
"Bertrand Russell","Rudolf Carnap "
"William S. Burroughs","Lou Reed "
"Delmore Schwartz","Lou Reed "
"Jack Smith (film director)","Lou Reed "
"Thomas Kuhn","Paul Feyerabend "
"John Stuart Mill","Paul Feyerabend "
"Imre Lakatos","Paul Feyerabend "
"Paul Cézanne","Henri Matisse "
"Karl von Eckartshausen","A. E. Waite "
"Otto Weininger","Gertrude Stein "
"Jean-Paul Sartre","Simone de Beauvoir "
"John Dos Passos","Simone de Beauvoir "
"Marquis de Sade","Simone de Beauvoir "
"Karl Marx","Simone de Beauvoir "
"Søren Kierkegaard","Simone de Beauvoir "
"Antoine Ranc","Hyacinthe Rigaud "
"Alexandre Dumas","Narcís Oller "
"Liviu Rebreanu","Narcís Oller "
"Robert Louis Stevenson","H. Rider Haggard "
"Martin Gardner","Persi Diaconis "
"Alexander Pushkin","Anna Akhmatova "
"Yevgeny Baratynsky","Anna Akhmatova "
"Joan D. Vinge","Alastair Reynolds "
"Bruce Sterling","Alastair Reynolds "
"Jakob Kolletschka","Ignaz Semmelweis "
"John D. MacDonald","Carl Hiaasen "
"Abu Zayd al-Balkhi","Muhammad ibn Zakariya al-Razi "
"Vladimir Nabokov","Jeffrey Eugenides "
"Gabriel García Márquez","Jeffrey Eugenides "
"Thomas Mann","Heinrich Böll "
"Robert E. Howard","David Gemmell "
"Friedrich Nietzsche","Allan Bloom "
"Leo Strauss","Allan Bloom "
"Emily Brontë","Anne Carson "
"Simone Weil","Anne Carson "
"August Strindberg","Maxim Gorky "
"Gleb Uspensky","Maxim Gorky "
"Nikolay Dobrolyubov","Maxim Gorky "
"Knut Hamsun","Maxim Gorky "
"Alexander Pushkin","Maxim Gorky "
"Anton Chekhov","Maxim Gorky "
"Kurt Lewin","Abraham Maslow "
"Kurt Goldstein","Abraham Maslow "
"Eugenio Montale","Saint-John Perse "
"John Updike","Alice Munro "
"Emily Brontë","Alice Munro "
"Anton Chekhov","Alice Munro "
"Margaret Laurence","Alice Munro "
"Robert Lowell","Anne Sexton "
"Marquis de Sade","Antonin Artaud "
"Margaret Atwood","Barbara Kingsolver "
"Wendell Berry","Barbara Kingsolver "
"Kingsley Amis","Martin Amis "
"John Updike","Martin Amis "
"Vladimir Nabokov","Martin Amis "
"Saul Bellow","Martin Amis "
"Elizabeth Jane Howard","Martin Amis "
"Norman Mailer","Martin Amis "
"George Eliot","Martin Amis "
"Fanny Brate","Carl Larsson "
"Franz Kafka","Harold Pinter "
"Samuel Beckett","Harold Pinter "
"H. P. Lovecraft","Brian Lumley "
"Joseph Ginat","Moshe Dayan "
"Peter Kropotkin","Errico Malatesta "
"Georg Wilhelm Friedrich Hegel","Frantz Fanon "
"Jean-Paul Sartre","Frantz Fanon "
"Plato","Hannah Arendt "
"Edmund Husserl","Hannah Arendt "
"Edmund Burke","Hannah Arendt "
"Franz Kafka","Hannah Arendt "
"Karl Marx","Hannah Arendt "
"Hans Jonas","Hannah Arendt "
"G. K. Chesterton","Hannah Arendt "
"Immanuel Kant","Hannah Arendt "
"Montesquieu","Hannah Arendt "
"Karl Jaspers","Hannah Arendt "
"Vincenzo Viviani","Isaac Barrow "
"Gilles de Roberval","Isaac Barrow "
"Socrates","Antisthenes "
"H. G. Wells","Olaf Stapledon "
"William Hope Hodgson","Olaf Stapledon "
"Melozzo da Forlì","Antonio da Correggio "
"John Lewis Krimmel","Thomas Eakins "
"Steve Martin","Tina Fey "
"George Santayana","Wallace Stevens "
"Georg Wilhelm Friedrich Hegel","Max Stirner "
"Edmund Burke","Matthew Arnold "
"Stanley William Hayter","Mark Rothko "
"Milton Avery","Mark Rothko "
"Jack Smith (film director)","Laurie Anderson "
"Robert Louis Stevenson","J. M. Barrie "
"Friedrich Nietzsche","Judith Butler "
"Georg Wilhelm Friedrich Hegel","Judith Butler "
"Antonio Gramsci","Judith Butler "
"Baruch Spinoza","Judith Butler "
"Simone de Beauvoir","Judith Butler "
"J. L. Austin","Judith Butler "
"Eve Kosofsky Sedgwick","Judith Butler "
"Carlos Ruiz Zafón","Emma Watson "
"Siegfried Kracauer","Kurt Tucholsky "
"Emanuel Swedenborg","George Inness "
"Albert Camus","Thomas Merton "
"Mark Van Doren","Thomas Merton "
"John Grinder","Milton H. Erickson "
"Aldous Huxley","Christopher Isherwood "
"Marcel Proust","Truman Capote "
"Ivan Turgenev","Truman Capote "
"Gore Vidal","Truman Capote "
"Edgar Lustgarten","Truman Capote "
"Norman Mailer","Truman Capote "
"Wang Ganchang","Frederick Reines "
"Lenny Bruce","George Carlin "
"Ernie Kovacs","George Carlin "
"Richard Pryor","George Carlin "
"Dick Gregory","George Carlin "
"Jack Paar","George Carlin "
"Mort Sahl","George Carlin "
"Monty Python","George Carlin "
"Jonathan Winters","George Carlin "
"William Cobbett","William Hazlitt "
"Joel Chandler Harris","Kenneth Grahame "
"Fortuné du Boisgobey","Gaston Leroux "
"Gustave Flaubert","Mario Vargas Llosa "
"Juan Rulfo","Mario Vargas Llosa "
"Sherwood Anderson","Thomas Wolfe "
"Laozi","Zhuangzi "
"Georg Wilhelm Friedrich Hegel","Slavoj Žižek "
"Philip K. Dick","Slavoj Žižek "
"Friedrich Wilhelm Joseph Schelling","Slavoj Žižek "
"Jacques Rancière","Slavoj Žižek "
"Alain Badiou","Slavoj Žižek "
"René Descartes","Slavoj Žižek "
"Fredric Jameson","Slavoj Žižek "
"G. K. Chesterton","Slavoj Žižek "
"Ernesto Laclau","Slavoj Žižek "
"Murray Rothbard","Ron Paul "
"Ayn Rand","Ron Paul "
"Don DeLillo","Jonathan Franzen "
"Philip Roth","Jonathan Franzen "
"Alice Munro","Jonathan Franzen "
"Dieter Seebach","Elias James Corey "
"Arthur Schopenhauer","Luitzen Egbertus Jan Brouwer "
"Michael David (painter)","Frank Stella "
"Harlan Ellison","Octavia E. Butler "
"Toni Morrison","Octavia E. Butler "
"Doris Lessing","Octavia E. Butler "
"René Descartes","Nicolas Malebranche "
"Ferdinand de Saussure","Roland Barthes "
"André Gide","Roland Barthes "
"Marcel Proust","Roland Barthes "
"Alfred Jarry","Dario Fo "
"Pyrrho","Aenesidemus "
"Georg Wilhelm Friedrich Hegel","Ludwig Feuerbach "
"Pyrrho","Sextus Empiricus "
"Carneades","Sextus Empiricus "
"Aenesidemus","Sextus Empiricus "
"Chevy Chase","Will Ferrell "
"Vladimir Nabokov","Jhumpa Lahiri "
"Richard Yates (novelist)","Jhumpa Lahiri "
"Alice Munro","Jhumpa Lahiri "
"Andre Dubus","Jhumpa Lahiri "
"James Baldwin","Eldridge Cleaver "
"Johann Wolfgang von Goethe","Charles Darwin "
"Adam Sedgwick","Charles Darwin "
"Charles Lyell","Charles Darwin "
"Herbert Spencer","Charles Darwin "
"David Hume","Charles Darwin "
"Alexander von Humboldt","Charles Darwin "
"Bruce Sterling","Charles Stross "
"Neal Stephenson","Charles Stross "
"William Gibson","Charles Stross "
"Tom of Finland","David Hockney "
"Henri Matisse","David Hockney "
"Jay Leno","Dennis Miller "
"Wallace Stevens","Donald Justice "
"Giordano Bruno","Galileo Galilei "
"Aristotle","Galileo Galilei "
"Richard Wright (author)","Gwendolyn Brooks "
"Henrik Wergeland","Bjørnstjerne Bjørnson "
"Alexander Pushkin","Mikhail Lermontov "
"Lord Byron","Mikhail Lermontov "
"Herbert Blumer","Erving Goffman "
"Franco Basaglia","Erving Goffman "
"Ayn Rand","Nathaniel Branden "
"Fernando Pessoa","Gao Xingjian "
"Georg Wilhelm Friedrich Hegel","Hermann Lotze "
"Leo Strauss","Paul Wolfowitz "
"Frank C. Matthews","50 Cent "
"John Rawls","Thomas Nagel "
"Porphyry (philosopher)","Boethius "
"Plotinus","Boethius "
"Gottfried Leibniz","Pierre Louis Maupertuis "
"Thomas Paine","Pierre Victurnien Vergniaud "
"Confucius","Mencius "
"Michael Moorcock","China Miéville "
"Michael de Larrabeiti","China Miéville "
"William Hope Hodgson","China Miéville "
"H. P. Lovecraft","China Miéville "
"Gene Wolfe","China Miéville "
"Bruno Schulz","China Miéville "
"John D. MacDonald","Warren Zevon "
"Arthur Schopenhauer","Otto Weininger "
"Immanuel Kant","Otto Weininger "
"J. G. Ballard","Thomas M. Disch "
"William F. Buckley, Jr.","Ann Coulter "
"William Whewell","Isaac Todhunter "
"Jack Vance","Gardner Dozois "
"Frank O'Connor","Julian Barnes "
"Gustave Flaubert","Julian Barnes "
"Saul Bellow","Julian Barnes "
"Ayn Rand","Bob Barr "
"Johann Gottlieb Fichte","Novalis "
"Baruch Spinoza","Novalis "
"William S. Burroughs","Gus Van Sant "
"John Selden","William Blackstone "
"Irwin Corey","Jonathan Winters "
"Edmund Burke","John Dalberg-Acton, 1st Baron Acton "
"Friedrich Nietzsche","Walter Benjamin "
"Max Horkheimer","Walter Benjamin "
"Bertolt Brecht","Walter Benjamin "
"Franz Kafka","Walter Benjamin "
"György Lukács","Walter Benjamin "
"Carl Schmitt","Walter Benjamin "
"Georges Sorel","Walter Benjamin "
"John Dos Passos","E. L. Doctorow "
"Heinrich von Kleist","E. L. Doctorow "
"Dennis Potter","Andrew Davies (writer) "
"Murray Rothbard","Hans-Hermann Hoppe "
"Antisthenes","Diogenes of Sinope "
"Jacques Ellul","Ivan Illich "
"Paul Goodman (writer)","Ivan Illich "
"John Lewis Krimmel","George Caleb Bingham "
"G. E. Moore","J. L. Austin "
"Gilbert Ryle","J. L. Austin "
"Jack London","Anton LaVey "
"Herbert Spencer","Anton LaVey "
"Ayn Rand","Anton LaVey "
"Martin Gardner","Ronald Graham "
"David Hume","J. L. Mackie "
"John Anderson (philosopher)","J. L. Mackie "
"Simone de Beauvoir","Betty Friedan "
"Tristan Tzara","Giuseppe Ungaretti "
"Oscar Wilde","Dave Sim "
"Robert E. Howard","Dave Sim "
"Karl Marx","Antonio Negri "
"Baruch Spinoza","Antonio Negri "
"Félix Guattari","Antonio Negri "
"Friedrich Engels","Antonio Negri "
"Jack Smith (film director)","John Waters (filmmaker) "
"Richard Pryor","Martin Lawrence "
"Giovanni Papini","Mina Loy "
"Douglas Adams","Eoin Colfer "
"Peter Kropotkin","Rudolf Rocker "
"Alice Munro","Michael Cunningham "
"Lloyd Alexander","Katherine Paterson "
"Jacques Ellul","Langdon Winner "
"Ludwig von Bertalanffy","Jay Wright Forrester "
"Rabindranath Tagore","Yasunari Kawabata "
"Larry David","Jack Dee "
"Kyriakos Charalambides","Dionysios Solomos "
"Thomas Mann","Susan Sontag "
"Peter Geach","Anthony Kenny "
"Herbert McCabe","Anthony Kenny "
"Thomas Aquinas","Anthony Kenny "
"Benjamin W. Lee","Abdus Salam "
"Muneer Ahmad Rashid","Abdus Salam "
"Munir Ahmad Khan","Abdus Salam "
"Abdullah Sadiq","Abdus Salam "
"Hafeez Hoorani","Abdus Salam "
"M. Shahid Qureshi","Abdus Salam "
"Parvez Butt","Abdus Salam "
"Tariq Mustafa","Abdus Salam "
"Noor Muhammad","Abdus Salam "
"Fayyazuddin","Abdus Salam "
"Robert S. Barton","Henri Gouraud (computer scientist) "
"Georg Wilhelm Friedrich Hegel","György Lukács "
"Thomas Mann","György Lukács "
"Karl Marx","György Lukács "
"Max Weber","György Lukács "
"Georges Sorel","György Lukács "
"Emil Lask","György Lukács "
"T. H. White","Evan Hunter "
"Tobias Wolff","David Sedaris "
"Robert Benchley","David Sedaris "
"Dorothy Parker","David Sedaris "
"Octavio Paz","Juan Goytisolo "
"Adam Mickiewicz","Georg Brandes "
"Søren Kierkegaard","Georg Brandes "
"Aristotle","Nicolaus Copernicus "
"Jorge Luis Borges","Carlos Fuentes "
"Franz Kafka","Carlos Fuentes "
"Octavio Paz","Carlos Fuentes "
"Jing Hao","Fan Kuan "
"Guan Tong (painter)","Fan Kuan "
"Friedrich Nietzsche","Karl Jaspers "
"Georg Wilhelm Friedrich Hegel","Karl Jaspers "
"Max Weber","Karl Jaspers "
"Søren Kierkegaard","Karl Jaspers "
"Immanuel Kant","Karl Jaspers "
"Wilhelm Dilthey","Karl Jaspers "
"Franco Basaglia","Karl Jaspers "
"Louis Althusser","Anthony Giddens, Baron Giddens "
"Samuel Beckett","J. M. Coetzee "
"Alfred North Whitehead","George Herbert Mead "
"Stephen King","J. J. Abrams "
"Frederic Remington","Charles Marion Russell "
"Elizabeth Bishop","Robert Lowell "
"Delmore Schwartz","Robert Lowell "
"Allen Tate","Robert Lowell "
"Hart Crane","Robert Lowell "
"John Berryman","Robert Lowell "
"Allen Ginsberg","Robert Lowell "
"Na Hye-sok","Akiko Yosano "
"Tekkan Yosano","Akiko Yosano "
"Alexandre Dumas","Jin Yong "
"Liviu Rebreanu","Jin Yong "
"Lazarus Fuchs","Camille Jordan "
"Robert E. Howard","Henry Kuttner "
"Brendan Behan","Shane MacGowan "
"Peter Sloterdijk","Bruno Latour "
"Étienne Souriau","Bruno Latour "
"Alfred North Whitehead","Bruno Latour "
"Suzanne Briet","Bruno Latour "
"D. H. Lawrence","A. S. Byatt "
"Wendell Berry","Bill McKibben "
"Mark Steel","Alan Davies "
"John Updike","David Baddiel "
"Seymour Benzer","Sydney Brenner "
"Édouard Lucas","Derrick Henry Lehmer "
"Ken Kesey","Paul McCartney "
"Allen Ginsberg","Paul McCartney "
"Pramatha Chaudhuri","Rabindranath Tagore "
"Giuseppe Ungaretti","Salvatore Quasimodo "
"Parmenides","Socrates "
"Otto Rank","Stanislav Grof "
"F. H. Bradley","Michael Oakeshott "
"George Gurdjieff","Moshé Feldenkrais "
"Ulf Grenander","David Mumford "
"Malcolm Hardee","Jo Brand "
"Rainer Maria Rilke","William H. Gass "
"Gustave Flaubert","William H. Gass "
"Gertrude Stein","William H. Gass "
"Jun Tsuji","Noe Ito "
"Leo Strauss","Carl Schmitt "
"Joseph de Maistre","Carl Schmitt "
"Georges Sorel","Carl Schmitt "
"Juan Donoso Cortés","Carl Schmitt "
"Dorothy Parker","Amy Sedaris "
"Victor Hugo","Louis-Honoré Fréchette "
"Phillip Blond","David Cameron "
"Antonio Gramsci","Alex Callinicos "
"Chris Harman","Alex Callinicos "
"Adam Sedgwick","William Hopkins "
"Josiah Royce","Clarence Irving Lewis "
"Giovanni Gentile","Clarence Irving Lewis "
"Sanai","Nezami Ganjavi "
"Alphonse Pyramus de Candolle","Nikolai Vavilov "
"Thomas Henry Huxley","Henry Fairfield Osborn "
"George R. R. Martin","Steven Erikson "
"Roger Zelazny","Steven Erikson "
"Robert E. Howard","Steven Erikson "
"Arthur Schopenhauer","Johannes Itten "
"Friedrich Nietzsche","Grigol Robakidze "
"Johann Wolfgang von Goethe","Grigol Robakidze "
"Gustave Flaubert","Grigol Robakidze "
"Michael Moorcock","Hiroyuki Morioka "
"Gaetano Mosca","C. Wright Mills "
"Yves Tanguy","Kay Sage "
"Georg Wilhelm Friedrich Hegel","F. H. Bradley "
"Christoph von Sigwart","F. H. Bradley "
"Felix Andries Vening Meinesz","Harry Hammond Hess "
"Dmitri Ivanovsky","Wendell Meredith Stanley "
"Reg Hartt","Emo Philips "
"African Spir","Hans Vaihinger "
"Arthur Schopenhauer","Hans Vaihinger "
"Karl Robert Eduard von Hartmann","Hans Vaihinger "
"Beryl McBurnie","Alvin Ailey "
"George Orwell","Peter Hitchens "
"John Doyle (artist)","Richard Doyle (illustrator) "
"Zechariah Chafee","Oliver Wendell Holmes, Jr. "
"Forceythe Willson","Oliver Wendell Holmes, Sr. "
"Mirza Ghalib","Faiz Ahmad Faiz "
"Amjad Hyderabadi","Faiz Ahmad Faiz "
"Pauline Kael","Wes Anderson "
"Chris Tucker","Cedric the Entertainer "
"Julius Evola","Savitri Devi "
"Friedrich Albert Lange","Hermann Cohen "
"Ernst Mach","Ludwig Boltzmann "
"William Hope Hodgson","Iain Sinclair "
"Alejandro Korn","Juan José Arévalo "
"Robert Benchley","S. J. Perelman "
"René Guénon","Frithjof Schuon "
"Kurt Vonnegut","Aka Morchiladze "
"G. K. Chesterton","Aka Morchiladze "
"Derek Mahon","Eamon Grennan "
"Joaquim Maria Machado de Assis","Vinicius de Moraes "
"Julius Evola","Norman Lowell "
"Francis Parker Yockey","Norman Lowell "
"Peter Geach","G. E. M. Anscombe "
"Thomas Aquinas","G. E. M. Anscombe "
"Rudolf Steiner","Owen Barfield "
"Arthur Rimbaud","Richey Edwards "
"Theophrastus","Strato of Lampsacus "
"Judith Butler","Eve Kosofsky Sedgwick "
"Georg Wilhelm Friedrich Hegel","Wilhelm Dilthey "
"John Stuart Mill","Wilhelm Dilthey "
"Freddie Prinze","George Lopez "
"Richard Pryor","George Lopez "
"Paul Mooney (comedian)","George Lopez "
"Johnny Carson","George Lopez "
"Chris Rock","George Lopez "
"Norman Geisler","Ravi Zacharias "
"Brian O'Nolan","John Murray (novelist) "
